,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes
270,The Vampire Diaries,SHOW,2009,42,"['scifi', 'drama', 'thriller', 'fantasy', 'horror', 'romance']",['US'],8,7.7,310776
271,Charlie and the Chocolate Factory,MOVIE,2005,106,"['fantasy', 'comedy', 'family']","['GB', 'US', 'AU']",,6.6,465995
272,Cleaner,MOVIE,2007,88,"['thriller', 'crime']",['US'],,6.1,41052
273,Harold & Kumar Go to White Castle,MOVIE,2004,88,['comedy'],['US'],,7,193053
274,The Social Network,MOVIE,2010,121,['drama'],['US'],,7.8,681286
275,Road to Perdition,MOVIE,2002,117,"['thriller', 'documentation', 'crime', 'drama']",['US'],,7.7,263212
276,Naruto,SHOW,2002,23,"['scifi', 'comedy', 'animation', 'action', 'fantasy', 'thriller']",['JP'],6,8.4,93980
277,Blow,MOVIE,2001,124,"['drama', 'crime']",['US'],,7.5,255099
278,Shooter,MOVIE,2007,124,"['thriller', 'action', 'drama']",['US'],,7.2,329417
279,Big Fish,MOVIE,2003,125,"['drama', 'fantasy', 'romance']",['US'],,8,435503
280,The Bourne Ultimatum,MOVIE,2007,115,"['thriller', 'action']","['DE', 'ES', 'US', 'FR']",,8,627009
281,Public Enemies,MOVIE,2009,143,"['crime', 'drama', 'history', 'action', 'european']",['US'],,7,297525
282,America's Next Top Model,SHOW,2003,44,['reality'],['US'],24,5.6,17843
283,Sherlock Holmes,MOVIE,2009,129,"['crime', 'action', 'thriller']","['GB', 'US', 'AU', 'DE']",,7.6,620154
284,Love Actually,MOVIE,2003,139,"['drama', 'comedy', 'romance']","['GB', 'US']",,7.6,474176
285,Closer,MOVIE,2004,94,"['drama', 'romance']","['GB', 'US']",,7.2,215678
286,Chappelle's Show,SHOW,2003,21,"['comedy', 'music']",['US'],3,8.8,62140
287,Something's Gotta Give,MOVIE,2003,128,"['romance', 'drama', 'comedy']",['US'],,6.7,120400
288,Grown Ups,MOVIE,2010,102,"['comedy', 'drama', 'european']",['US'],,5.9,247229
289,The Blind Side,MOVIE,2009,129,"['drama', 'sport']",['US'],,7.6,323939
290,Quantum of Solace,MOVIE,2008,106,"['thriller', 'action']","['GB', 'US']",,6.6,441023
291,The Ring,MOVIE,2002,111,"['horror', 'european']","['JP', 'US']",,7.1,341888
292,Trailer Park Boys,SHOW,2001,25,"['comedy', 'crime']",['CA'],12,8.6,41791
293,Into the Wild,MOVIE,2007,140,['drama'],['US'],,8.1,611379
294,True Grit,MOVIE,2010,110,"['western', 'drama']",['US'],,7.6,333378
295,Blade Runner: The Final Cut,MOVIE,2007,117,"['action', 'thriller', 'scifi']",['US'],,,
296,Rambo,MOVIE,2008,92,"['thriller', 'action', 'war', 'european']","['US', 'DE']",,7,228799
297,Stardust,MOVIE,2007,122,"['fantasy', 'romance', 'family']","['US', 'IS', 'GB']",,7.6,269043
298,Borgen,SHOW,2010,58,"['drama', 'european']",['DK'],4,8.5,23523
299,The Last Samurai,MOVIE,2003,154,"['drama', 'history', 'war', 'action']","['NZ', 'JP', 'US']",,7.8,429097
300,iCarly,SHOW,2007,26,"['comedy', 'family', 'romance']",['US'],6,6.7,38281
301,Victorious,SHOW,2010,25,"['comedy', 'drama', 'family', 'music', 'romance', 'sport']",['US'],4,6.9,24224
302,The Book of Eli,MOVIE,2010,118,"['thriller', 'action', 'drama', 'european']",['US'],,6.8,312538
303,Identity,MOVIE,2003,90,['thriller'],['US'],,7.3,240433
304,Merlin,SHOW,2008,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5,7.9,80138
305,Apocalypse Now Redux,MOVIE,2001,196,"['drama', 'war', 'thriller', 'horror']",['US'],,,
306,Shrek Forever After,MOVIE,2010,93,"['fantasy', 'comedy', 'family', 'romance', 'animation']",['US'],,6.3,200354
307,Hairspray,MOVIE,2007,117,"['comedy', 'drama', 'romance']","['US', 'GB']",,6.7,128190
308,Corpse Bride,MOVIE,2005,77,"['fantasy', 'romance', 'animation', 'drama', 'family']",['US'],,7.3,265023
309,Let Me In,MOVIE,2010,116,"['horror', 'drama', 'fantasy', 'thriller', 'european']","['GB', 'US']",,7.1,120208
310,Monster,MOVIE,2003,110,"['crime', 'drama', 'thriller', 'european']",['US'],,7.3,149218
311,Without a Paddle,MOVIE,2004,95,"['thriller', 'comedy']",['US'],,5.8,47049
312,Once Upon a Time in Mexico,MOVIE,2003,102,"['drama', 'action', 'crime', 'thriller']",['US'],,6.3,160449
313,Cloudy with a Chance of Meatballs,MOVIE,2009,90,"['animation', 'drama', 'romance', 'comedy', 'family', 'fantasy', 'scifi']",['US'],,6.9,226225
314,Offspring,SHOW,2010,44,"['drama', 'comedy']",['AU'],7,8.3,4764
315,Blade II,MOVIE,2002,117,"['thriller', 'fantasy', 'scifi', 'action', 'horror']",['US'],,6.7,214461
316,Chloe,MOVIE,2009,99,"['thriller', 'drama', 'romance', 'european']","['US', 'CA', 'FR']",,6.3,72916
317,Blood Diamond,MOVIE,2006,143,"['thriller', 'drama']","['US', 'DE']",,8,536858
318,The Lake House,MOVIE,2006,105,"['drama', 'fantasy', 'romance', 'documentation']",['US'],,6.8,148043
319,Terminator 3: Rise of the Machines,MOVIE,2003,109,"['thriller', 'scifi', 'action', 'european']","['GB', 'US', 'DE']",,6.3,393998
320,Beerfest,MOVIE,2006,110,['comedy'],['US'],,6.2,67748
321,Heist,MOVIE,2001,107,"['thriller', 'drama', 'action', 'crime', 'european']",['US'],,6.5,36361
322,Catch and Release,MOVIE,2006,111,"['romance', 'comedy', 'drama']",['US'],,5.9,26157
323,Just Like Heaven,MOVIE,2005,95,"['drama', 'romance', 'fantasy', 'comedy']",['US'],,6.7,106755
324,Gurren Lagann,SHOW,2007,24,"['scifi', 'action', 'comedy', 'drama', 'animation']",['JP'],1,8.3,17024
325,Four Brothers,MOVIE,2005,109,"['crime', 'action', 'drama', 'thriller']",['US'],,6.8,144656
326,John Q,MOVIE,2002,116,"['drama', 'thriller', 'crime']",['US'],,7,131999
327,Not Another Teen Movie,MOVIE,2001,89,['comedy'],['US'],,5.7,104604
328,21,MOVIE,2008,123,"['drama', 'crime', 'history', 'thriller']",['US'],,6.8,247039
329,Code Geass: Lelouch of the Rebellion,SHOW,2006,24,"['scifi', 'animation', 'action', 'drama', 'thriller', 'war']",['JP'],3,8.7,62367
330,Terminator Salvation,MOVIE,2009,110,"['thriller', 'scifi', 'fantasy', 'war', 'action']","['US', 'DE', 'IT', 'GB']",,6.5,357557
331,Deck the Halls,MOVIE,2006,93,"['comedy', 'family']",['US'],,5,27797
332,The Girl Next Door,MOVIE,2007,91,"['thriller', 'drama', 'crime', 'horror']",['US'],,6.5,26035
333,The Cat in the Hat,MOVIE,2003,81,"['fantasy', 'comedy', 'family']",['US'],,4,81971
334,Jackass 2.5,MOVIE,2007,64,"['documentation', 'comedy']",['US'],,,
335,Final Destination 3,MOVIE,2006,93,"['horror', 'thriller', 'action', 'crime', 'fantasy', 'european']","['CA', 'DE', 'US']",,5.8,139797
336,Thir13en Ghosts,MOVIE,2001,91,"['thriller', 'horror', 'fantasy']","['CA', 'US']",,5.6,86492
337,The One,MOVIE,2001,87,"['scifi', 'thriller', 'action']",['US'],,5.9,91584
338,Happy Feet,MOVIE,2006,108,"['comedy', 'fantasy', 'animation', 'family', 'music', 'romance']",['AU'],,6.4,182612
339,Ip Man,MOVIE,2008,108,"['drama', 'fantasy', 'action', 'history']","['HK', 'CN']",,8,221095
340,Coach Carter,MOVIE,2005,130,"['drama', 'sport', 'european']","['US', 'DE']",,7.3,143670
341,Blade: Trinity,MOVIE,2004,106,"['action', 'thriller', 'fantasy', 'horror', 'scifi']",['US'],,5.8,175210
342,Monster-in-Law,MOVIE,2005,101,"['romance', 'comedy']","['US', 'DE']",,5.5,60693
343,Halloween,MOVIE,2007,109,['horror'],['US'],,6,118815
344,How Do You Know,MOVIE,2010,121,"['drama', 'comedy', 'romance']",['US'],,5.4,49599
345,The Sweetest Thing,MOVIE,2002,84,"['comedy', 'romance']",['US'],,5.1,58516
346,The Final Destination,MOVIE,2009,82,"['horror', 'fantasy', 'scifi', 'action', 'thriller']",['US'],,5.1,104166
347,The Other Boleyn Girl,MOVIE,2008,115,"['romance', 'drama', 'history']","['GB', 'US']",,6.7,111694
348,Friday the 13th,MOVIE,2009,97,"['horror', 'thriller']",['US'],,5.5,105938
349,The Bucket List,MOVIE,2007,97,"['drama', 'comedy', 'european']",['US'],,7.4,242733
350,Freddy vs. Jason,MOVIE,2003,97,"['horror', 'action']","['IT', 'US']",,5.7,117986
351,Transformers: Prime,SHOW,2010,22,"['action', 'comedy', 'drama', 'family', 'scifi', 'animation']",['US'],4,7.9,6500
352,Memoirs of a Geisha,MOVIE,2005,145,"['drama', 'romance', 'european']","['FR', 'JP', 'US']",,7.3,146847
353,A Nightmare on Elm Street,MOVIE,2010,95,"['horror', 'thriller', 'crime', 'drama']",['US'],,5.2,99192
354,Body of Lies,MOVIE,2008,128,"['drama', 'action', 'thriller']","['GB', 'US']",,7.1,224896
355,A Cinderella Story,MOVIE,2004,95,"['romance', 'comedy', 'family']","['CA', 'US']",,5.9,86395
356,The Mole,SHOW,2001,52,['reality'],"['US', 'BE']",5,7.6,1104
357,Osmosis Jones,MOVIE,2001,95,"['animation', 'action', 'comedy', 'crime', 'family', 'fantasy', 'scifi']",['US'],,6.3,35711
358,Scary Movie 4,MOVIE,2006,83,"['comedy', 'horror']",['US'],,5.1,120188
359,The Texas Chainsaw Massacre,MOVIE,2003,98,"['horror', 'crime']",['US'],,6.2,140741
360,Fun with Dick and Jane,MOVIE,2005,90,"['comedy', 'crime']",['US'],,6.1,143998
361,TMNT,MOVIE,2007,87,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'action']","['US', 'HK']",,6.2,64062
362,Due Date,MOVIE,2010,95,"['drama', 'comedy']",['US'],,6.5,339626
363,Cop Out,MOVIE,2010,107,"['comedy', 'thriller', 'action', 'crime']",['US'],,5.5,87673
364,The 4400,SHOW,2004,44,"['scifi', 'thriller', 'drama']",['US'],4,7.3,44971
365,Still Game,SHOW,2002,29,"['comedy', 'european']",['GB'],9,8.9,7539
366,3 Idiots,MOVIE,2009,170,"['comedy', 'drama']",['IN'],,8.4,385782
367,Midnight Diner,SHOW,2009,27,"['drama', 'comedy']",['JP'],5,8.6,2110
368,H2O: Just Add Water,SHOW,2006,25,"['drama', 'scifi', 'fantasy', 'family']",['AU'],3,7.2,14782
369,Black Butler,SHOW,2008,25,"['scifi', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'crime', 'horror', 'action']",['JP'],3,8.3,1856
370,Octonauts,SHOW,2010,15,"['action', 'animation', 'comedy', 'family']",['GB'],6,7.6,1049
371,New York Minute,MOVIE,2004,87,"['comedy', 'crime', 'family', 'romance']",['US'],,4.8,23307
372,Strawberry Shortcake,SHOW,2003,23,"['animation', 'family']",['US'],4,7,13
373,Total Drama Island,SHOW,2007,23,"['action', 'reality', 'animation', 'family', 'comedy', 'drama']",['CA'],6,7.4,10523
374,Dreamer: Inspired By a True Story,MOVIE,2005,106,"['drama', 'family', 'sport', 'fantasy']",['US'],,6.8,13034
375,Monster House,MOVIE,2006,91,"['fantasy', 'animation', 'comedy', 'family']",['US'],,6.6,114942
376,Starsky & Hutch,MOVIE,2004,101,"['comedy', 'crime']",['US'],,6.1,145981
377,Tears of the Sun,MOVIE,2003,121,"['drama', 'thriller', 'war', 'action']",['US'],,6.6,121066
378,Boys Over Flowers,SHOW,2009,64,"['comedy', 'drama', 'romance']",['KR'],1,7.9,11579
379,Winx Club,SHOW,2004,23,"['action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",['IT'],8,6.2,6700
380,The Cave,MOVIE,2005,97,"['horror', 'thriller', 'scifi', 'action', 'european']","['DE', 'US']",,5.1,38445
381,Big Time Rush,SHOW,2009,25,"['comedy', 'family']",['US'],4,6.3,12046
382,The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,91,"['horror', 'thriller', 'documentation']",['US'],,5.8,72366
383,I Am Sam,MOVIE,2001,132,['drama'],['US'],,7.6,149082
384,The Spiderwick Chronicles,MOVIE,2008,96,"['fantasy', 'thriller', 'action', 'drama', 'family']",['US'],,6.5,94628
385,Rumor Has It...,MOVIE,2005,97,"['comedy', 'drama', 'romance']",['US'],,5.5,57894
386,Dead Set,SHOW,2008,141,"['scifi', 'thriller', 'comedy', 'drama', 'horror', 'european']",['GB'],1,7.6,19684
387,Toradora!,SHOW,2008,30,"['animation', 'romance', 'comedy', 'drama']",['JP'],2,8,14307
388,I Now Pronounce You Chuck & Larry,MOVIE,2007,115,"['comedy', 'romance']",['US'],,5.9,146625
389,Metallica: Some Kind of Monster,SHOW,2004,84,['western'],"['US', 'CA']",1,,
390,World Trade Center,MOVIE,2006,129,"['thriller', 'history', 'drama']",['US'],,6,83129
391,Premonition,MOVIE,2007,96,"['thriller', 'drama', 'fantasy']",['US'],,5.9,78119
392,Shaun the Sheep,SHOW,2007,7,"['animation', 'comedy', 'family', 'european']",['GB'],6,8,25
393,Eagle Eye,MOVIE,2008,118,"['thriller', 'action', 'european']","['US', 'DE']",,6.6,185430
394,The Contractor,MOVIE,2007,105,"['thriller', 'european']","['BG', 'GB', 'US']",,,
395,Lagaan: Once Upon a Time in India,MOVIE,2001,224,"['drama', 'romance', 'sport']",['IN'],,8.1,111053
396,The Men Who Stare at Goats,MOVIE,2009,94,"['comedy', 'war']","['GB', 'US']",,6.2,131564
397,Scare Tactics,SHOW,2003,22,"['comedy', 'horror', 'reality', 'scifi', 'thriller']",['US'],5,6.7,2512
398,Friends with Money,MOVIE,2006,88,"['romance', 'comedy', 'drama']",['US'],,5.8,30186
399,Legend of the Guardians: The Owls of Ga'Hoole,MOVIE,2010,100,"['fantasy', 'family', 'action', 'war', 'drama', 'thriller', 'animation']","['US', 'AU']",,6.9,82623
400,Kath & Kim,SHOW,2002,24,['comedy'],['AU'],4,8.3,4168
401,Good Luck Chuck,MOVIE,2007,101,"['comedy', 'romance']","['CA', 'US']",,5.6,89755
402,Pocoyo,SHOW,2005,11,"['animation', 'family', 'comedy', 'european']","['ES', 'GB']",4,3.9,93
403,Louis C.K.: Hilarious,MOVIE,2010,84,['comedy'],['US'],,8.4,11973
404,Death at a Funeral,MOVIE,2010,92,['comedy'],['US'],,5.6,49599
405,Gifted Hands: The Ben Carson Story,MOVIE,2009,86,['drama'],['US'],,7.6,10210
406,The Game,SHOW,2006,22,"['comedy', 'drama', 'sport', 'romance']",['US'],10,6.6,4417
407,No Direction Home: Bob Dylan,MOVIE,2005,208,"['music', 'documentation']","['GB', 'US', 'JP']",,,
408,Angel Beats!,SHOW,2010,26,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'animation']",['JP'],1,7.7,13848
409,Blood and Bone,MOVIE,2009,93,"['thriller', 'action', 'crime', 'drama', 'sport']",['US'],,6.7,33051
410,Ip Man 2,MOVIE,2010,108,"['drama', 'history', 'sport', 'action']","['CN', 'HK']",,7.5,103673
411,Masha and the Bear,SHOW,2009,6,"['comedy', 'family', 'action', 'animation']",['RU'],5,7.6,3114
412,Like Stars on Earth,MOVIE,2007,165,"['drama', 'family']",['IN'],,8.3,188234
413,Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,55,"['comedy', 'documentation']",['US'],1,8.1,1740
414,The Legend of Bruce Lee,SHOW,2008,45,"['action', 'drama']",['CN'],1,7,1422
415,Ouran High School Host Club,SHOW,2006,23,"['comedy', 'drama', 'animation', 'romance']",['JP'],1,8.2,9763
416,Felon,MOVIE,2008,103,"['crime', 'thriller', 'drama', 'action']",['US'],,7.4,78039
417,The Ultimatum,SHOW,2009,44,['drama'],['SG'],1,5.4,6
418,Mobile Suit Gundam Unicorn,SHOW,2010,35,"['action', 'drama', 'scifi', 'war', 'animation']",['JP'],2,7.8,1291
419,Stuart Little 2,MOVIE,2002,78,"['comedy', 'fantasy', 'animation', 'family']",['US'],,5.5,53746
420,Johnny Test,SHOW,2005,18,"['comedy', 'drama', 'family', 'scifi', 'animation', 'action']","['CA', 'US']",6,5.1,8172
421,Code Lyoko,SHOW,2003,24,"['action', 'fantasy', 'thriller', 'comedy', 'family', 'scifi', 'romance', 'animation']",['FR'],5,7.3,5109
422,Did You Hear About the Morgans?,MOVIE,2009,103,"['comedy', 'romance', 'drama']",['US'],,4.9,40289
423,Iris,SHOW,2009,61,"['action', 'comedy', 'reality', 'romance', 'thriller']",['KR'],2,7.8,1951
424,DreamWorks Shrek's Swamp Stories,SHOW,2010,24,"['horror', 'music', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1,6.5,330
425,Ben & Holly's Little Kingdom,SHOW,2009,14,"['comedy', 'family', 'fantasy', 'animation', 'european']",['GB'],3,7.5,1222
426,The Garfield Show,SHOW,2009,17,"['animation', 'comedy', 'family', 'european']",['US'],5,5.3,2499
427,Chaos,MOVIE,2005,106,"['action', 'crime', 'drama', 'thriller', 'european']","['GB', 'US', 'CA']",,6.4,54633
428,Wakfu,SHOW,2008,22,"['action', 'drama', 'scifi', 'fantasy', 'animation', 'family', 'european']",['FR'],3,8.1,1469
429,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,46,"['comedy', 'documentation']",['US'],,7.6,1780
430,Initial D,MOVIE,2005,107,"['drama', 'action', 'crime', 'thriller', 'animation', 'comedy', 'romance']","['HK', 'JP']",,6.3,8536
431,Comedian,MOVIE,2002,82,"['comedy', 'documentation']",['US'],,6.9,6948
432,Delta Farce,MOVIE,2007,90,"['action', 'comedy']",['US'],,3.6,11138
433,One Piece: Strong World,MOVIE,2009,114,"['fantasy', 'animation', 'action']",['JP'],,7.5,5382
434,Christmas with the Kranks,MOVIE,2004,99,"['comedy', 'family']",['US'],,5.4,49090
435,Dinosaur King,SHOW,2007,21,"['action', 'scifi', 'family', 'western', 'animation']",['JP'],2,5.6,720
436,Love Happens,MOVIE,2009,109,"['drama', 'romance']","['CA', 'GB', 'US']",,5.6,32837
437,Vampire Knight,SHOW,2008,25,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],2,7.3,5172
438,Den-noh Coil,SHOW,2007,25,"['scifi', 'animation', 'comedy', 'drama']",['JP'],1,7.9,863
439,Zig and Sharko,SHOW,2010,9,"['comedy', 'fantasy', 'romance', 'action', 'animation', 'family', 'european']",['FR'],3,6.8,644
440,Even the Rain,MOVIE,2010,104,"['drama', 'european', 'history']","['ES', 'FR', 'MX']",,7.4,13446
441,Population 436,MOVIE,2006,88,"['horror', 'thriller']",['CA'],,,
442,Kabhi Khushi Kabhie Gham,MOVIE,2001,210,"['drama', 'romance']",['IN'],,7.4,48818
443,Naruto Shippuden the Movie,MOVIE,2007,94,"['fantasy', 'animation', 'action', 'family']",['JP'],,6.7,4016
444,Open Season 2,MOVIE,2008,76,['comedy'],['US'],,,
445,Trailer Park Boys: The Movie,MOVIE,2006,95,"['comedy', 'crime']",['CA'],,7.1,12831
446,Jeff Dunham: Arguing with Myself,MOVIE,2006,76,"['comedy', 'documentation']",['US'],,8,3984
447,From Within,MOVIE,2008,89,"['thriller', 'horror', 'documentation', 'war', 'european']",['US'],,5.6,7585
448,Jodhaa Akbar,MOVIE,2008,213,"['romance', 'history', 'war', 'action', 'drama']",['IN'],,7.5,32188
449,And Then Came Lola,MOVIE,2009,71,"['comedy', 'drama', 'romance']",['US'],,3.9,1683
450,One on One,SHOW,2001,20,['comedy'],['US'],5,7,2303
451,Om Shanti Om,MOVIE,2007,162,"['comedy', 'drama', 'fantasy', 'romance', 'thriller', 'action']",['IN'],,6.7,42597
452,Jab We Met,MOVIE,2007,138,"['comedy', 'drama', 'romance']",['IN'],,7.9,51945
453,The Cartel,SHOW,2008,44,"['action', 'crime', 'drama', 'thriller', 'comedy']",['CO'],2,8.1,755
454,Te quiero,MOVIE,2001,85,"['drama', 'comedy', 'european']",['FR'],,4.8,73
455,Bon Cop Bad Cop,MOVIE,2006,116,"['crime', 'scifi', 'drama', 'thriller', 'action', 'comedy']",['CA'],,6.5,61
456,Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,82,"['comedy', 'action', 'animation', 'fantasy']",['JP'],,6.6,6759
457,The Mafia Dolls,SHOW,2009,43,"['drama', 'action']",['CO'],2,6.6,284
458,Horrid Henry,SHOW,2006,12,"['comedy', 'family', 'fantasy', 'music', 'animation', 'european']",['GB'],5,6.3,912
459,I Will Follow,MOVIE,2010,76,['drama'],['US'],,5.9,865
460,Alpha and Omega,MOVIE,2010,88,"['animation', 'romance', 'comedy', 'family']","['IN', 'CA', 'US']",,5.1,14272
461,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,90,"['drama', 'comedy', 'animation', 'action']",['JP'],,6.9,1611
462,Bo on the Go!,SHOW,2007,22,['animation'],['CA'],4,4.1,118
463,Waist Deep,MOVIE,2006,97,"['thriller', 'drama', 'crime', 'action']",['US'],,5.8,9957
464,Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,95,"['action', 'animation']",['JP'],,6.4,3975
465,First Sunday,MOVIE,2008,96,"['comedy', 'crime', 'drama']",['US'],,4.5,10834
466,Einsatzgruppen: The Nazi Death Squads,SHOW,2009,44,"['documentation', 'history', 'war', 'european']",['FR'],1,7.6,603
467,This Is the Life,MOVIE,2008,97,"['documentation', 'music']",['US'],,6.3,263
468,My Suicide,MOVIE,2009,107,"['comedy', 'drama']",['US'],,7,1936
469,Kyaa Kool Hai Hum,MOVIE,2005,172,['comedy'],['IN'],,6.1,3507
470,Kung Fu Panda Awesome Secrets,SHOW,2008,0,"['action', 'comedy', 'family', 'animation']",['US'],1,7.2,55
471,Divine Intervention,MOVIE,2002,92,"['drama', 'comedy', 'romance', 'war']","['PS', 'FR', 'MA', 'DE']",,6.6,3598
472,Accident,MOVIE,2009,89,['thriller'],['HK'],,6.6,3284
473,Zach Galifianakis: Live at the Purple Onion,MOVIE,2007,61,['comedy'],['US'],,,
474,Naruto: Legend of the Stone of Gelel,MOVIE,2005,96,"['fantasy', 'comedy', 'drama', 'animation', 'action']",['JP'],,6.4,4297
475,Jim Gaffigan: Beyond the Pale,MOVIE,2006,72,"['comedy', 'documentation']",['US'],,7.9,3940
476,Dreamworks Happy Holidays from Madagascar,SHOW,2005,0,"['animation', 'comedy', 'family']",['US'],1,6.5,96
477,Billu,MOVIE,2009,137,"['drama', 'comedy']",['IN'],,6.3,11747
478,Half & Half,SHOW,2002,21,['comedy'],['US'],4,7,1827
479,The Qin Empire,SHOW,2009,46,['war'],['CN'],3,,
480,Timmy Time,SHOW,2009,14,"['comedy', 'fantasy', 'animation', 'family', 'european']",['GB'],3,6.9,1083
481,"Cairo 6,7,8",MOVIE,2010,100,['drama'],['EG'],,7.4,4346
482,Dil Chahta Hai,MOVIE,2001,183,"['drama', 'comedy', 'romance']",['IN'],,8.1,71167
483,Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,101,"['comedy', 'crime']",['CA'],,7.3,7451
484,Bleach the Movie: Hell Verse,MOVIE,2010,94,"['fantasy', 'animation', 'action']",['JP'],,7.4,2416
485,Whisky,MOVIE,2004,99,"['drama', 'comedy']","['DE', 'UY', 'ES', 'AR']",,7.1,6249
486,EMI,MOVIE,2008,128,"['drama', 'comedy', 'crime']",['IN'],,4.4,604
487,Vientos de agua,SHOW,2006,72,['drama'],"['ES', 'AR']",1,8.7,1034
488,Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,85,"['action', 'animation', 'fantasy']",['JP'],,6.9,3567
489,Naruto Shippuden the Movie: Bonds,MOVIE,2008,90,"['fantasy', 'animation', 'action']",['JP'],,6.8,4473
490,Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,95,"['action', 'animation', 'fantasy']",['JP'],,7,3626
491,Linewatch,MOVIE,2008,90,"['thriller', 'crime', 'drama']",['US'],,5.4,2862
492,The Boy Who Cried Werewolf,MOVIE,2010,97,"['fantasy', 'horror', 'comedy', 'family']","['US', 'CA']",,5.9,3264
493,Dostana,MOVIE,2008,145,"['drama', 'comedy', 'romance']","['US', 'IN']",,6.5,14944
494,Whitney Cummings: Money Shot,MOVIE,2010,48,"['comedy', 'documentation']",['US'],,6.2,907
