,title,type,release_year,age_certification,genres,production_countries,imdb_id,imdb_score,imdb_votes
970,Lovesick,SHOW,2014,TV-MA,"['comedy', 'european']",['GB'],tt4051832,8.1,19259.0
971,Shtisel,SHOW,2013,TV-14,['drama'],['IL'],tt3069894,8.6,6958.0
972,The Chase,SHOW,2013,TV-PG,['reality'],['US'],tt3077336,7.5,886.0
977,The Night Shift,SHOW,2014,TV-14,"['drama', 'romance', 'fantasy', 'horror', 'action', 'animation', 'comedy']",['US'],tt1483202,7.5,12069.0
978,The Next Step,SHOW,2013,TV-G,"['drama', 'romance', 'family']",['CA'],tt2374744,5.9,1928.0
983,Velvet,SHOW,2014,TV-14,"['drama', 'romance', 'thriller', 'action', 'crime', 'european']",['ES'],tt2955402,8.1,6018.0
984,Zach Stone Is Gonna Be Famous,SHOW,2013,TV-PG,['comedy'],['US'],tt1748277,8.3,3616.0
986,The Irregular at Magic High School,SHOW,2014,TV-14,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy']",['JP'],tt3874528,7.1,3273.0
988,Resurrection: Ertugrul,SHOW,2014,TV-14,"['war', 'action', 'drama', 'history']",['TR'],tt4320258,7.9,35515.0
992,Rabbids Invasion,SHOW,2013,TV-Y7,"['comedy', 'animation', 'family', 'european']","['FR', 'US']",tt3105674,5.5,1802.0
994,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,"['animation', 'fantasy', 'scifi', 'comedy', 'family']","['US', 'GB', 'CA']",tt1699440,6.4,620.0
996,Girlfriends' Guide to Divorce,SHOW,2014,TV-14,"['comedy', 'drama']",['US'],tt2817246,6.9,4523.0
999,Tiny House Nation,SHOW,2014,TV-PG,['reality'],['US'],tt3869500,7.1,1126.0
1001,Talking Tom and Friends,SHOW,2014,TV-G,"['comedy', 'drama', 'family', 'action', 'animation', 'fantasy', 'european']",['US'],tt4648640,6.1,411.0
1004,Ever After High,SHOW,2013,TV-Y7,"['action', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance', 'animation']",['CA'],tt3312378,7.7,1130.0
1005,Yowamushi Pedal,SHOW,2013,TV-14,"['comedy', 'drama', 'sport', 'animation']",['JP'],tt2942228,7.7,808.0
1006,Sam & Cat,SHOW,2013,TV-G,"['drama', 'family', 'comedy']",['US'],tt2487090,5.6,9507.0
1018,Young & Hungry,SHOW,2014,TV-14,"['comedy', 'drama', 'romance']",['US'],tt2084712,7.3,15627.0
1021,"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,"['comedy', 'family']",['US'],tt3596176,5.1,2551.0
1024,The Haunted Hathaways,SHOW,2013,TV-G,"['comedy', 'family', 'fantasy']",['US'],tt2535732,5.0,2471.0
1026,Black Money Love,SHOW,2014,TV-MA,"['action', 'drama', 'romance', 'crime']",['TR'],tt3565486,7.4,5975.0
1027,Angry Birds Toons,SHOW,2013,TV-Y,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']",['FI'],tt3012598,6.2,800.0
1036,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['AU'],tt2548214,6.7,3924.0
1045,Lalaloopsy,SHOW,2013,TV-Y,['animation'],['US'],tt2827502,6.4,104.0
1046,Senora Acero,SHOW,2014,TV-MA,"['crime', 'drama', 'romance']",['US'],tt3904068,6.8,375.0
1048,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","['US', 'CA', 'JP']",tt2392179,4.8,635.0
1049,Zbrodnia,SHOW,2014,TV-MA,"['crime', 'action']",['PL'],tt4173216,6.2,660.0
1051,Black Ink Crew New York,SHOW,2013,TV-14,['reality'],['US'],tt2738096,4.6,459.0
1052,Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,"['scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],tt3104236,7.3,1152.0
1056,VeggieTales in the House,SHOW,2014,TV-G,"['comedy', 'family', 'music', 'animation']",['US'],tt3692064,4.3,300.0
1062,20 Minutes,SHOW,2013,TV-MA,"['action', 'drama', 'romance']",['TR'],tt2544148,7.3,1681.0
1067,Dokidoki! PreCure,SHOW,2013,TV-G,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'family']",['JP'],tt4621212,6.3,188.0
1075,Masha's Spooky Stories,SHOW,2014,TV-Y,"['animation', 'family']",['RU'],tt4570676,6.1,65.0
1077,All Hail King Julien,SHOW,2014,TV-Y7,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],tt3807022,7.0,2008.0
1078,Some Assembly Required,SHOW,2014,TV-G,"['comedy', 'documentation', 'reality']",['CA'],tt1160042,8.5,22.0
1079,Incomplete Life,SHOW,2014,TV-14,"['drama', 'comedy']",['KR'],tt4240730,8.6,1883.0
1101,"That Winter, the Wind Blows",SHOW,2013,TV-MA,['drama'],['KR'],tt2806646,7.6,1803.0
1105,Dharmakshetra,SHOW,2014,TV-14,['drama'],['IN'],tt6803712,8.2,247.0
1121,Against the Tide,SHOW,2014,TV-14,['drama'],['SG'],tt7131682,7.6,11.0
1128,Turbo FAST,SHOW,2013,TV-PG,"['animation', 'family', 'comedy', 'sport', 'scifi', 'action']",['US'],tt3010520,6.5,593.0
1134,Sammy & Co,SHOW,2014,TV-PG,"['animation', 'european']",['US'],tt2580128,5.6,30.0
1182,Boss & Me,SHOW,2014,TV-PG,"['comedy', 'romance']",['CN'],tt6186406,7.3,424.0
1197,Two Fathers,SHOW,2013,TV-14,"['comedy', 'drama']",['TW'],tt6707142,8.0,54.0
1204,Mystic Whispers,SHOW,2014,TV-14,"['comedy', 'romance']",['SG'],tt8834748,6.9,17.0
1217,Better Call Saul,SHOW,2015,TV-MA,"['comedy', 'drama', 'crime']",['US'],tt3032476,8.8,404920.0
1218,The Last Kingdom,SHOW,2015,TV-MA,"['action', 'war', 'drama', 'history', 'european']",['GB'],tt4179452,8.5,126473.0
1219,Stranger Things,SHOW,2016,TV-14,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['US'],tt4575572,8.7,989090.0
1220,Schitt's Creek,SHOW,2015,TV-14,['comedy'],['CA'],tt3526078,8.5,112537.0
1221,Alone,SHOW,2015,TV-MA,"['reality', 'documentation']",['US'],tt4803766,8.4,4622.0
1222,Grace and Frankie,SHOW,2015,TV-MA,"['comedy', 'drama']",['US'],tt3609352,8.2,48435.0
1223,The Good Place,SHOW,2016,TV-14,"['scifi', 'comedy', 'romance', 'drama', 'fantasy']",['US'],tt4955642,8.2,148562.0
1224,Ash vs Evil Dead,SHOW,2015,TV-MA,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",['US'],tt4189022,8.4,70087.0
1225,One-Punch Man,SHOW,2015,TV-PG,"['action', 'fantasy', 'scifi', 'animation', 'comedy']",['JP'],tt4508902,8.7,148386.0
1226,Chicago Med,SHOW,2015,TV-14,['drama'],['US'],tt4655480,7.6,24142.0
1227,Queen of the South,SHOW,2016,TV-MA,"['drama', 'thriller', 'action', 'crime']",['US'],tt1064899,7.9,28537.0
1228,The Crown,SHOW,2016,TV-MA,"['drama', 'history', 'european']","['US', 'GB']",tt4786824,8.7,190878.0
1229,Call My Agent!,SHOW,2015,TV-MA,"['comedy', 'drama', 'european']",['FR'],tt4277922,8.3,13331.0
1232,Servant of the People,SHOW,2015,TV-MA,['comedy'],['UA'],tt6235122,7.3,2706.0
1233,Documentary Now!,SHOW,2015,TV-14,['comedy'],['US'],tt4677934,8.1,6445.0
1235,Forged in Fire,SHOW,2015,TV-PG,['reality'],['US'],tt4680444,8.3,3538.0
1236,Van Helsing,SHOW,2016,TV-14,"['scifi', 'fantasy', 'horror', 'action', 'drama']",['US'],tt5197820,6.1,21852.0
1237,Food Wars! Shokugeki no Soma,SHOW,2015,TV-MA,"['animation', 'comedy', 'drama', 'fantasy', 'thriller']",['JP'],tt0417325,8.2,9651.0
1238,Lucifer,SHOW,2016,TV-14,"['scifi', 'crime', 'drama', 'fantasy']",['US'],tt4052886,8.1,308291.0
1239,DC's Legends of Tomorrow,SHOW,2016,TV-14,"['scifi', 'action', 'drama']",['US'],tt4532368,6.8,101178.0
1243,The Magicians,SHOW,2015,TV-14,"['drama', 'scifi', 'fantasy']",['US'],tt4254242,7.6,49557.0
1246,The OA,SHOW,2016,TV-MA,"['scifi', 'drama', 'fantasy']",['US'],tt4635282,7.9,100911.0
1247,Kim's Convenience,SHOW,2016,TV-14,['comedy'],['CA'],tt5912064,8.3,16970.0
1248,Sense8,SHOW,2015,TV-MA,"['scifi', 'thriller', 'drama']",['US'],tt2431438,8.2,151518.0
1251,Crashing,SHOW,2016,TV-MA,"['comedy', 'european']",['GB'],tt5295524,7.7,18546.0
1252,Norsemen,SHOW,2016,TV-MA,"['comedy', 'drama']",['NO'],tt5905354,7.7,18040.0
1255,Bloodline,SHOW,2015,TV-MA,"['drama', 'thriller']",['US'],tt0219432,7.9,50028.0
1256,Slasher,SHOW,2016,TV-MA,"['drama', 'horror', 'thriller', 'crime']",['CA'],tt13976072,6.7,14071.0
1258,Travelers,SHOW,2016,TV-MA,"['scifi', 'drama', 'thriller', 'crime']",['CA'],tt5651844,8.0,54566.0
1260,Narcos,SHOW,2015,TV-MA,"['drama', 'thriller', 'crime']",['US'],tt2707408,8.8,404486.0
1261,Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,TV-Y7,"['family', 'fantasy', 'romance', 'animation', 'action']",['FR'],tt2580046,7.7,10102.0
1262,Designated Survivor,SHOW,2016,TV-PG,"['war', 'action', 'drama', 'thriller']",['US'],tt5296406,7.5,88019.0
1263,Leah Remini: Scientology and the Aftermath,SHOW,2016,TV-14,"['documentation', 'history']",['US'],tt6244192,9.0,5761.0
1264,Into the Badlands,SHOW,2015,TV-14,"['action', 'drama']",['US'],tt3865236,7.9,45628.0
1265,iZombie,SHOW,2015,TV-14,"['scifi', 'comedy', 'crime', 'drama', 'horror']",['US'],tt3501584,7.8,66488.0
1266,Wynonna Earp,SHOW,2016,TV-14,"['action', 'scifi', 'western', 'drama', 'fantasy', 'thriller']","['US', 'CA']",tt4878326,7.3,22256.0
1268,Dark Matter,SHOW,2015,TV-14,"['scifi', 'drama', 'thriller', 'action']",['CA'],tt3116070,7.5,41867.0
1269,Scream: The TV Series,SHOW,2015,TV-14,"['crime', 'horror', 'thriller', 'comedy', 'drama']",['US'],tt3921180,7.1,40082.0
1270,Versailles,SHOW,2015,TV-MA,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",tt3830558,7.9,16273.0
1272,60 Days In,SHOW,2016,TV-14,['reality'],['US'],tt10112398,7.6,2616.0
1274,Supergirl,SHOW,2015,TV-14,"['scifi', 'drama', 'action']",['US'],tt4016454,6.2,121939.0
1275,Crazy Ex-Girlfriend,SHOW,2015,TV-14,['comedy'],['US'],tt4094300,7.8,19738.0
1277,Medici: Masters of Florence,SHOW,2016,TV-14,"['war', 'drama', 'history', 'romance', 'thriller', 'european']","['GB', 'IT']",tt5057130,7.9,18575.0
1278,PJ Masks,SHOW,2015,TV-G,"['animation', 'family', 'fantasy', 'scifi', 'action', 'european']",['GB'],tt4148744,5.4,1214.0
1279,Marcella,SHOW,2016,TV-MA,"['crime', 'drama', 'european']",['GB'],tt5269594,7.4,30373.0
1282,Bordertown,SHOW,2016,TV-MA,"['drama', 'crime', 'european']",['FI'],tt4937942,7.6,10371.0
1283,Fauda,SHOW,2015,TV-MA,"['war', 'thriller', 'action', 'drama']",['IL'],tt4565380,8.3,25239.0
1286,El marginal,SHOW,2016,TV-MA,"['crime', 'drama', 'action', 'thriller']",['AR'],tt5820976,8.2,3799.0
1287,Frontier,SHOW,2016,TV-MA,"['action', 'drama', 'history']",['CA'],tt4686698,7.1,20706.0
1289,The Cuba Libre Story,SHOW,2015,TV-14,"['documentation', 'history', 'european']",['DE'],tt5319838,7.6,1583.0
1291,ERASED,SHOW,2016,TV-14,"['drama', 'animation', 'fantasy', 'scifi', 'thriller']",['JP'],tt5249462,8.5,42699.0
1292,Flowers,SHOW,2016,TV-14,"['drama', 'comedy', 'european']",['GB'],tt5619658,8.1,5468.0
1294,Love,SHOW,2016,TV-MA,"['drama', 'comedy', 'romance']",['US'],tt4061080,7.7,41362.0
1297,Good Witch,SHOW,2015,TV-G,"['scifi', 'comedy', 'drama', 'fantasy']",['US'],tt3906732,7.2,10392.0
1298,The Ranch,SHOW,2016,TV-MA,"['comedy', 'drama', 'western']",['US'],tt4998212,7.4,37890.0
1301,Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,['comedy'],['US'],tt4341672,7.4,23674.0
1302,Shooter,SHOW,2016,TV-14,"['war', 'drama', 'action']",['US'],tt4181172,7.5,35547.0
1304,Hap and Leonard,SHOW,2016,TV-MA,"['action', 'drama', 'crime', 'thriller']",['US'],tt3729898,7.6,7577.0
1305,Glitch,SHOW,2015,TV-MA,"['scifi', 'drama', 'horror', 'thriller']",['AU'],tt4192782,7.3,17240.0
1306,Occupied,SHOW,2015,TV-MA,"['war', 'thriller', 'drama']",['NO'],tt4192998,7.7,8839.0
1308,Master of None,SHOW,2015,TV-MA,"['drama', 'comedy']",['US'],tt4635276,8.3,72341.0
1309,Unbreakable Kimmy Schmidt,SHOW,2015,TV-14,"['comedy', 'drama']",['US'],tt3339966,7.6,70242.0
1311,Secret City,SHOW,2016,TV-MA,"['war', 'thriller']",['AU'],tt4976512,7.4,7831.0
1313,Fuller House,SHOW,2016,TV-Y7,"['comedy', 'family']",['US'],tt3986586,6.7,27148.0
1314,Easy,SHOW,2016,TV-MA,"['drama', 'comedy']",['US'],tt5562056,6.9,13569.0
1315,3%,SHOW,2016,TV-MA,"['scifi', 'action', 'drama', 'thriller']",['BR'],tt4922804,7.3,25077.0
1316,Making a Murderer,SHOW,2015,TV-14,"['crime', 'documentation']",['US'],tt5189670,8.6,93456.0
1320,BUNK'D,SHOW,2015,TV-G,"['comedy', 'family', 'drama']",['US'],tt4591680,5.3,3174.0
1321,Quantico,SHOW,2015,TV-14,"['drama', 'thriller', 'crime']",['US'],tt4428122,6.6,60305.0
1323,F is for Family,SHOW,2015,TV-MA,"['comedy', 'animation', 'drama']",['US'],tt4326894,8.0,36050.0
1326,Locked Up,SHOW,2015,TV-MA,"['drama', 'thriller', 'action', 'comedy', 'european']",['ES'],tt4524056,8.2,21388.0
1332,Zoo,SHOW,2015,TV-14,"['drama', 'thriller', 'scifi']",['US'],tt3250026,6.6,24479.0
1335,Ajin,SHOW,2016,TV-MA,"['action', 'animation', 'drama', 'fantasy', 'thriller', 'horror', 'scifi']",['JP'],tt5537534,7.6,6121.0
1337,Frequency,SHOW,2016,TV-14,"['scifi', 'fantasy', 'thriller', 'drama']",['US'],tt5531470,7.5,13625.0
1339,Wanted,SHOW,2016,TV-14,"['drama', 'action', 'crime']",['AU'],tt5193358,7.6,5693.0
1340,Aquarius,SHOW,2015,TV-14,"['drama', 'crime', 'thriller', 'european']",['US'],tt4744218,7.1,12112.0
1341,Roman Empire,SHOW,2016,TV-14,"['drama', 'history', 'war', 'documentation']",['US'],tt6233538,7.0,7539.0
1344,Degrassi: Next Class,SHOW,2016,TV-PG,"['drama', 'romance']",['CA'],tt10947610,6.8,3205.0
1346,The Disastrous Life of Saiki K.,SHOW,2016,TV-14,"['scifi', 'comedy', 'animation', 'fantasy']",['JP'],tt6354518,8.4,6649.0
1347,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,TV-MA,"['scifi', 'war', 'action', 'drama', 'animation']",['JP'],tt5344382,7.9,1623.0
1350,Chef's Table,SHOW,2015,TV-MA,['documentation'],['US'],tt4295140,8.5,15176.0
1351,Trollhunters: Tales of Arcadia,SHOW,2016,TV-Y7,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']",['US'],tt1734135,8.4,16509.0
1354,March Comes in Like a Lion,SHOW,2016,TV-PG,"['drama', 'animation', 'comedy', 'romance']",['JP'],tt6074794,8.4,2586.0
1359,God Eater,SHOW,2015,TV-14,"['scifi', 'animation', 'action']",['JP'],tt5240222,7.0,1911.0
1362,Gilmore Girls: A Year in the Life,SHOW,2016,TV-14,"['comedy', 'drama']",['US'],tt5435008,7.6,36359.0
1365,Rebellion,SHOW,2016,TV-14,"['war', 'drama', 'history', 'european']","['GB', 'IE']",tt4699982,7.1,3658.0
1366,The Windsors,SHOW,2016,TV-MA,['comedy'],['GB'],tt5692740,7.1,2648.0
1368,Hip Hop Evolution,SHOW,2016,TV-MA,"['documentation', 'music']",['CA'],tt6319696,8.4,5772.0
1369,The Get Down,SHOW,2016,TV-MA,"['drama', 'music']",['US'],tt4592410,8.2,22304.0
1373,Dragons: Race to the Edge,SHOW,2015,TV-Y7,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']",['US'],tt4816058,8.2,6161.0
1379,Flaked,SHOW,2016,TV-MA,"['drama', 'romance', 'comedy']",['US'],tt4973548,7.2,11264.0
1380,A Very Secret Service,SHOW,2015,TV-MA,"['comedy', 'european']",['FR'],tt4367560,7.7,3461.0
1381,Voltron: Legendary Defender,SHOW,2016,TV-Y7,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],tt5580664,8.1,8706.0
1382,Transformers: Robots In Disguise,SHOW,2015,TV-Y7,"['scifi', 'animation', 'action', 'comedy']",['US'],tt3604232,6.0,1048.0
1385,Lady Dynamite,SHOW,2016,TV-MA,"['comedy', 'drama']",['US'],tt4789300,7.3,3655.0
1386,No Tomorrow,SHOW,2016,TV-14,"['comedy', 'drama', 'romance', 'thriller']",['US'],tt1527428,7.3,5101.0
1389,Greenleaf,SHOW,2016,TV-MA,['drama'],['US'],tt4971144,7.3,5158.0
1390,Grizzy & the Lemmings,SHOW,2016,TV-Y7,"['comedy', 'animation', 'family', 'european']",['FR'],tt6717058,7.1,579.0
1400,Zumbo's Just Desserts,SHOW,2016,TV-14,['reality'],['AU'],tt7239256,6.9,2125.0
1408,Sinatra: All or Nothing at All,SHOW,2015,TV-14,"['documentation', 'music']",['US'],tt3838978,8.0,2354.0
1413,The Adventures of Puss in Boots,SHOW,2015,TV-Y7,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']",['US'],tt3807034,6.6,1696.0
1414,Last Chance U,SHOW,2016,TV-MA,"['documentation', 'sport']",['US'],tt5863126,8.4,6789.0
1415,Molang,SHOW,2015,TV-G,"['animation', 'comedy', 'family', 'european']",['FR'],tt6046238,8.4,346.0
1416,Signal,SHOW,2016,TV-MA,"['crime', 'scifi', 'thriller', 'drama', 'fantasy']",['KR'],tt5332206,8.6,6338.0
1417,Between,SHOW,2015,TV-14,"['scifi', 'drama', 'thriller']",['CA'],tt4531748,6.0,9059.0
1418,Midnight Diner: Tokyo Stories,SHOW,2016,TV-14,['drama'],['JP'],tt6150576,8.4,4109.0
1422,Reply 1988,SHOW,2015,TV-14,"['comedy', 'drama', 'family', 'romance']",['KR'],tt5182866,9.2,6557.0
1423,Sunny Bunnies,SHOW,2015,TV-Y,"['animation', 'family']",['BY'],tt7264084,6.6,95.0
1424,Cinderella and Four Knights,SHOW,2016,TV-PG,"['comedy', 'drama', 'romance']",['KR'],tt5764414,7.5,3663.0
1426,Simon,SHOW,2016,TV-Y,"['animation', 'comedy', 'family']",['FR'],tt7699866,7.0,127.0
1428,Conspiracy,SHOW,2015,TV-14,"['documentation', 'history', 'european']",['GB'],tt4761054,6.2,367.0
1430,Spotless,SHOW,2015,TV-MA,"['drama', 'comedy', 'crime', 'european']",['FR'],tt10800582,7.7,3635.0
1433,Club de Cuervos,SHOW,2015,TV-MA,"['comedy', 'drama']",['MX'],tt4680240,8.2,5514.0
1434,Little Things,SHOW,2016,TV-MA,"['comedy', 'drama', 'romance']",['IN'],tt6522580,8.2,6461.0
1435,Care Bears and Cousins,SHOW,2015,TV-Y,['animation'],['US'],tt4680360,6.8,82.0
1439,Kuromukuro,SHOW,2016,TV-14,"['comedy', 'drama', 'action', 'scifi', 'animation']",['JP'],tt5895314,7.2,1265.0
1441,Marseille,SHOW,2016,TV-MA,"['drama', 'european']",['FR'],tt4003966,6.9,5083.0
1442,Puffin Rock,SHOW,2015,TV-Y,"['animation', 'family', 'comedy', 'european']",['IE'],tt3590338,8.7,891.0
1443,Chef's Table: France,SHOW,2016,TV-14,['documentation'],['US'],tt6088326,8.2,1723.0
1446,The Method,SHOW,2015,TV-MA,"['drama', 'thriller', 'crime']",['RU'],tt5135336,7.4,2784.0
1447,Skylanders Academy,SHOW,2016,TV-Y7,"['action', 'animation', 'comedy', 'family', 'fantasy']",['US'],tt5916218,6.7,730.0
1462,"Can't Cope, Won't Cope",SHOW,2016,TV-MA,"['drama', 'comedy', 'european']",['IE'],tt5674872,7.3,880.0
1465,Lego Bionicle: The Journey to One,SHOW,2016,TV-Y7,"['animation', 'action', 'fantasy', 'scifi']",['US'],tt5075942,5.5,170.0
1468,Inspector Gadget,SHOW,2015,TV-Y,"['action', 'comedy', 'family', 'scifi', 'animation']","['CA', 'US']",tt3910690,4.5,614.0
1470,Heidi,SHOW,2015,TV-Y,"['drama', 'family', 'animation', 'european']","['DE', 'AU', 'FR']",tt4346362,7.2,234.0
1475,Haters Back Off,SHOW,2016,TV-14,"['comedy', 'drama', 'family', 'romance']",['US'],tt5467814,6.1,7183.0
1476,Intersection,SHOW,2016,TV-MA,['drama'],['TR'],tt5303668,6.7,1152.0
1477,Terrace House: Boys & Girls in the City,SHOW,2015,TV-14,"['reality', 'drama']",['JP'],tt4790546,8.1,1624.0
1479,The K2,SHOW,2016,TV-14,"['war', 'drama', 'romance', 'thriller']",['KR'],tt8535796,7.9,5615.0
1480,Dinotrux,SHOW,2015,TV-Y7,"['action', 'comedy', 'family', 'animation']",['US'],tt1396212,6.8,458.0
1481,"Hello, My Twenties!",SHOW,2016,TV-14,"['comedy', 'drama', 'romance']",['KR'],tt5858892,8.3,2127.0
1482,Dawn of the Croods,SHOW,2015,TV-Y7,"['comedy', 'family', 'animation']",['US'],tt5193172,5.8,712.0
1484,Kong: King of the Apes,SHOW,2016,TV-Y7,"['animation', 'scifi', 'action', 'comedy', 'family']",['US'],tt5462936,5.9,325.0
1487,Bella and the Bulldogs,SHOW,2015,TV-G,"['comedy', 'family', 'sport']",['US'],tt3596178,5.0,2114.0
1488,Unnatural Selection,SHOW,2015,TV-MA,"['reality', 'documentation', 'comedy']",['US'],tt11063952,8.1,12.0
1490,Sin senos sí hay paraíso,SHOW,2016,TV-MA,"['action', 'drama', 'romance', 'crime']",['CO'],tt5676412,6.5,546.0
1491,Cooked,SHOW,2016,TV-PG,['documentation'],['US'],tt5347906,7.6,43.0
1496,Mossad 101,SHOW,2015,TV-MA,"['action', 'drama']",['IL'],tt4354042,6.8,632.0
1498,Secrets of Great British Castles,SHOW,2015,TV-PG,"['documentation', 'history', 'european']",['GB'],tt5181284,7.8,1031.0
1499,Netflix Presents: The Characters,SHOW,2016,TV-MA,['comedy'],['US'],tt5228026,5.3,835.0
1500,Project Mc²,SHOW,2015,TV-G,['family'],['US'],tt4861760,6.1,985.0
1502,El Chema,SHOW,2016,TV-MA,"['drama', 'action', 'crime']",['US'],tt5730624,6.9,303.0
1503,Tokyo Trial,SHOW,2016,TV-MA,"['drama', 'history']","['JP', 'US']",tt6422918,7.4,1544.0
1504,Love O2O,SHOW,2016,TV-14,"['drama', 'romance']",['CN'],tt6092878,8.0,2322.0
1506,Good Morning Call,SHOW,2016,TV-14,"['comedy', 'drama', 'romance']",['JP'],tt5520732,7.7,3088.0
1509,Inside the World's Toughest Prisons,SHOW,2016,TV-MA,"['crime', 'documentation']",['GB'],tt8594220,7.1,2747.0
1512,Beat Bugs,SHOW,2016,TV-Y,"['animation', 'family', 'fantasy', 'comedy']",['AU'],tt4716268,7.6,522.0
1519,Another Miss Oh,SHOW,2016,TV-MA,"['drama', 'fantasy', 'romance', 'comedy']",['KR'],tt5679572,7.9,1769.0
1522,T@gged,SHOW,2016,TV-14,"['drama', 'thriller', 'reality']",['US'],tt5881326,7.3,2012.0
1525,The Deep,SHOW,2015,TV-Y7,"['action', 'animation', 'family', 'scifi']",['AU'],tt4991910,8.1,645.0
1526,La Niña,SHOW,2016,TV-MA,"['action', 'drama']",['CO'],tt5677942,8.3,642.0
1528,Ask the Storybots,SHOW,2016,TV-Y,"['animation', 'comedy', 'family']",['US'],tt5846856,8.4,870.0
1531,La esclava blanca,SHOW,2016,TV-MA,['history'],['CO'],tt5458128,8.1,575.0
1535,World of Winx,SHOW,2016,TV-Y7,"['action', 'animation', 'comedy', 'family', 'fantasy', 'european']","['US', 'IT']",tt5874596,6.6,715.0
1542,Richie Rich,SHOW,2015,TV-PG,['comedy'],['US'],tt4162898,3.1,1041.0
1553,LEGO Friends: The Power of Friendship,SHOW,2016,TV-Y,['animation'],['US'],tt6464612,6.5,49.0
1558,The Good Cop,SHOW,2015,TV-MA,"['comedy', 'drama']",['IL'],tt6070434,7.7,370.0
1564,One More Time,SHOW,2016,TV-14,"['scifi', 'drama', 'fantasy']",['KR'],tt6212990,6.9,564.0
1565,My Runway,SHOW,2016,TV-14,"['comedy', 'drama', 'fantasy', 'romance']",['KR'],tt6968336,6.3,261.0
1568,Dear My Friends,SHOW,2016,TV-MA,"['drama', 'comedy']",['KR'],tt5689030,8.2,355.0
1569,Toon,SHOW,2016,TV-MA,['comedy'],['NL'],tt5698140,7.6,890.0
1572,The Paper,SHOW,2016,TV-MA,"['drama', 'crime', 'action']",['HR'],tt0341957,7.4,64.0
1577,H20: Mermaid Adventures,SHOW,2015,TV-Y,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'european']",['FR'],tt4610750,5.7,182.0
1581,Stories by Rabindranath Tagore,SHOW,2015,TV-PG,['drama'],['IN'],tt4853764,8.8,1295.0
1582,The Haunted House,SHOW,2016,TV-PG,"['thriller', 'fantasy', 'horror', 'animation', 'comedy', 'drama', 'family']",['KR'],tt9518312,8.4,71.0
1584,Cheer Squad,SHOW,2016,TV-PG,['reality'],['CA'],tt5993744,7.2,166.0
1588,72 Dangerous Places to Live,SHOW,2016,TV-PG,['documentation'],['AU'],tt5674272,6.2,344.0
1591,Nightmare Teacher,SHOW,2016,TV-MA,"['drama', 'horror', 'thriller']",['KR'],tt6209442,7.1,423.0
1592,Три кота,SHOW,2015,TV-Y,"['scifi', 'comedy', 'family', 'animation']",['RU'],tt7038964,6.8,95.0
1595,Old Money,SHOW,2015,TV-MA,"['comedy', 'drama', 'european']",['AT'],tt3701442,7.3,493.0
1600,Rainbow Ruby,SHOW,2016,TV-Y,"['animation', 'comedy', 'family', 'fantasy']",['CN'],tt5828144,6.5,77.0
1607,Atelier,SHOW,2015,TV-14,"['drama', 'documentation', 'comedy']",['JP'],tt2303188,6.3,7.0
1608,The Truth Seekers,SHOW,2016,TV-MA,"['drama', 'action']",['SG'],tt7131694,7.1,16.0
1611,Chelsea,SHOW,2016,TV-MA,['comedy'],['US'],tt5672036,6.1,2051.0
1612,Home: Adventures with Tip & Oh,SHOW,2016,TV-Y7,"['comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],tt5759196,5.9,603.0
1615,White Rabbit Project,SHOW,2016,TV-PG,['reality'],['US'],tt6048644,6.9,1665.0
1616,Witch Hunt: A Century of Murder,SHOW,2015,TV-14,"['crime', 'history', 'fantasy', 'drama', 'european']",['GB'],tt6474054,7.2,319.0
1617,The Princess Weiyoung,SHOW,2016,TV-14,"['drama', 'history', 'romance']",['CN'],tt6353308,7.9,767.0
1618,Mind Game,SHOW,2015,TV-14,"['drama', 'action', 'crime']","['JP', 'US']",tt8879588,7.5,12.0
