,title,type,release_year,age_certification,genres,production_countries,imdb_id,imdb_score,imdb_votes
5178,Tribes of Europa,SHOW,2021,TV-MA,"['scifi', 'fantasy', 'action', 'drama']",['DE'],tt9184982,6.7,11794.0
5180,Q-Force,SHOW,2021,TV-MA,"['scifi', 'animation', 'action', 'comedy', 'crime', 'fantasy']",['US'],tt10140028,6.4,4963.0
5182,Bad Sport,SHOW,2021,TV-MA,"['crime', 'sport', 'documentation']",[],tt15402912,7.3,1912.0
5183,Age of Samurai: Battle for Japan,SHOW,2021,TV-MA,"['drama', 'history', 'war', 'documentation', 'action']",['US'],tt10551256,7.4,4022.0
5185,Bling Empire,SHOW,2021,TV-MA,['reality'],['US'],tt13660962,5.8,2608.0
5187,Surviving Death,SHOW,2021,TV-MA,"['documentation', 'reality']",['US'],tt13649692,6.1,1991.0
5190,The Journalist,SHOW,2022,TV-14,"['drama', 'thriller']",['JP'],tt15101670,7.0,542.0
5193,Baking Impossible,SHOW,2021,TV-PG,['reality'],['US'],tt15171996,7.0,1004.0
5195,Beyond Evil,SHOW,2021,TV-MA,"['crime', 'thriller', 'drama']",['KR'],tt13634872,8.1,2776.0
5205,Centaurworld,SHOW,2021,TV-Y7,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy']",['US'],tt10919290,7.6,1939.0
5208,Power Rangers Dino Fury,SHOW,2021,TV-Y7,"['comedy', 'drama', 'fantasy', 'scifi', 'thriller', 'action']",[],tt12360292,7.0,479.0
5210,House of Secrets: The Burari Deaths,SHOW,2021,TV-MA,"['documentation', 'crime', 'history']",['IN'],tt14167390,7.4,9504.0
5212,Open Your Eyes,SHOW,2021,TV-MA,"['scifi', 'drama', 'thriller']",['PL'],tt13495314,6.5,1413.0
5214,Tiger King: The Doc Antle Story,SHOW,2021,TV-MA,"['crime', 'documentation']",['US'],tt16307970,6.2,1330.0
5215,Tear Along the Dotted Line,SHOW,2021,TV-14,"['drama', 'comedy', 'animation']",['IT'],tt15614372,8.7,7595.0
5217,Feels Like Ishq,SHOW,2021,TV-MA,"['drama', 'romance', 'comedy']",['IN'],tt14163838,6.4,1514.0
5220,Octonauts: Above & Beyond,SHOW,2021,TV-Y,"['family', 'animation']",['KR'],tt15211330,7.4,66.0
5222,The Crew,SHOW,2021,TV-14,['comedy'],['US'],tt10971022,6.5,5396.0
5223,The Unlikely Murderer,SHOW,2021,TV-MA,"['drama', 'crime']",['SE'],tt13735930,7.0,3954.0
5227,Byron Baes,SHOW,2022,TV-MA,['reality'],['AU'],tt14537060,2.6,445.0
5228,The Kingdom,SHOW,2021,TV-MA,"['drama', 'crime']",['AR'],tt15068148,6.5,1319.0
5230,Spycraft,SHOW,2021,TV-MA,['documentation'],['US'],tt13789092,6.7,1976.0
5231,"Sex, Love & Goop",SHOW,2021,TV-MA,"['comedy', 'romance']",['US'],tt15470160,4.8,713.0
5232,Thomas & Friends: All Engines Go!,SHOW,2021,TV-Y,"['animation', 'comedy', 'fantasy', 'drama', 'music', 'family']",[],tt14556544,1.7,509.0
5233,Sparking Joy with Marie Kondo,SHOW,2021,TV-PG,['reality'],[],tt14550060,6.2,341.0
5234,Elite Short Stories: Guzmán Caye Rebe,SHOW,2021,TV-MA,"['drama', 'crime', 'thriller']",['ES'],tt14668192,7.4,2254.0
5235,Elite Short Stories: Patrick,SHOW,2021,TV-MA,"['comedy', 'drama']",['ES'],tt16306836,6.1,671.0
5237,Top Secret UFO Projects: Declassified,SHOW,2021,TV-PG,['documentation'],['GB'],tt14992232,5.5,1371.0
5240,Getting Curious with Jonathan Van Ness,SHOW,2022,TV-MA,"['comedy', 'reality']",['US'],tt16584084,7.0,494.0
5241,The Orbital Children,SHOW,2022,TV-14,"['action', 'scifi', 'drama', 'fantasy', 'animation']",['JP'],tt13351614,6.4,497.0
5242,Move to Heaven,SHOW,2021,TV-MA,['drama'],['KR'],tt11052470,8.6,5307.0
5244,Gabby's Dollhouse,SHOW,2021,TV-Y,"['fantasy', 'animation', 'comedy', 'family']",['US'],tt9165438,7.2,344.0
5245,Fatma,SHOW,2021,TV-MA,"['crime', 'drama', 'thriller']",['TR'],tt11961378,7.4,8185.0
5246,Single’s Inferno,SHOW,2021,TV-PG,['reality'],['KR'],tt16283666,7.2,1460.0
5250,Inspector Koo,SHOW,2021,TV-14,"['action', 'comedy', 'thriller']",['KR'],tt14731794,6.9,534.0
5251,Last Chance U: Basketball,SHOW,2021,TV-MA,"['documentation', 'sport']",['US'],tt13087512,8.3,2429.0
5252,Waffles + Mochi,SHOW,2021,TV-Y,['family'],['US'],tt14035218,7.5,463.0
5254,Love is Blind: Japan,SHOW,2022,TV-PG,"['reality', 'romance']",['JP'],tt15943826,7.1,394.0
5255,Back to 15,SHOW,2022,TV-14,"['comedy', 'drama']",['BR'],tt15301854,6.6,574.0
5257,Battle Kitty,SHOW,2022,TV-Y7,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],tt10050740,7.4,60.0
5260,Once Upon a Time... Happily Never After,SHOW,2022,TV-MA,"['scifi', 'comedy', 'fantasy']",['ES'],tt13560186,5.4,437.0
5261,Aranyak,SHOW,2021,TV-MA,"['crime', 'thriller', 'drama']",['IN'],tt14167344,7.9,7629.0
5262,Ganglands,SHOW,2021,TV-MA,"['action', 'crime', 'drama', 'thriller']",['FR'],tt13278100,7.0,2460.0
5265,Elite Short Stories: Nadia Guzmán,SHOW,2021,TV-MA,"['drama', 'romance']",['ES'],tt14671790,6.3,1851.0
5270,Swap Shop,SHOW,2021,TV-14,['reality'],['US'],tt15674202,6.7,325.0
5271,Headspace Guide to Meditation,SHOW,2021,TV-G,"['documentation', 'animation']",['US'],tt13617024,8.4,1540.0
5272,Twenty Somethings: Austin,SHOW,2021,TV-MA,['reality'],['US'],tt15204216,6.0,427.0
5276,The Parisian Agency: Exclusive Properties,SHOW,2021,TV-14,['reality'],['FR'],tt14746934,7.4,593.0
5278,Penguin Town,SHOW,2021,TV-G,"['documentation', 'drama', 'family', 'comedy']",['ZA'],tt14677850,7.9,824.0
5279,Kitz,SHOW,2021,TV-MA,"['thriller', 'drama']","['AT', 'DE']",tt12104930,5.7,2302.0
5282,This Is Pop,SHOW,2021,TV-MA,"['music', 'documentation']",['CA'],tt14155414,6.9,1076.0
5290,Luna Park,SHOW,2021,TV-MA,"['drama', 'romance']",['IT'],tt15349110,6.4,691.0
5292,Forecasting Love and Weather,SHOW,2022,TV-14,"['drama', 'romance']",['KR'],tt15140592,7.2,1016.0
5297,Amend: The Fight for America,SHOW,2021,TV-MA,"['war', 'documentation', 'history']",['US'],tt13972246,7.8,1281.0
5298,Go Dog Go,SHOW,2021,TV-Y,['animation'],['US'],tt10687202,7.2,179.0
5302,Selling Tampa,SHOW,2021,TV-MA,['reality'],['US'],tt16227948,4.4,708.0
5305,Elves,SHOW,2021,TV-14,"['fantasy', 'horror', 'thriller', 'family', 'drama', 'scifi']",['DK'],tt13231962,5.5,4075.0
5309,Light the Night,SHOW,2021,TV-MA,"['drama', 'thriller', 'crime']",['TW'],tt15808044,7.4,968.0
5310,800 Meters,SHOW,2022,TV-MA,"['documentation', 'crime']",['ES'],tt13323170,6.9,459.0
5311,Action Pack,SHOW,2022,TV-Y,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],tt15527308,6.5,66.0
5312,Finding Ola,SHOW,2022,TV-14,"['comedy', 'drama']",[],tt12432642,7.6,1431.0
5314,Pui Pui Molcar,SHOW,2021,TV-Y7,"['animation', 'comedy', 'family']",['JP'],tt14202738,8.1,335.0
5315,Generation 56K,SHOW,2021,TV-14,"['comedy', 'drama', 'romance']",['IT'],tt13524842,7.4,2317.0
5319,Call My Agent Bollywood,SHOW,2021,TV-MA,"['drama', 'comedy']",['IN'],tt13282662,7.4,6162.0
5320,Elite Short Stories: Omar Ander Alexis,SHOW,2021,TV-MA,"['drama', 'crime', 'thriller']",['ES'],tt14676004,7.3,1903.0
5321,"Young, Famous & African",SHOW,2022,TV-MA,['reality'],['ZA'],tt15302054,4.6,354.0
5325,Elite Short Stories: Carla Samuel,SHOW,2021,TV-MA,"['drama', 'romance']",['ES'],tt14675560,6.9,2609.0
5327,Kid Cosmic,SHOW,2021,TV-Y7,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],tt9248538,7.9,1354.0
5328,Framed! A Sicilian Murder Mystery,SHOW,2022,TV-MA,"['comedy', 'crime']",['IT'],tt16745502,6.8,900.0
5329,AlRawabi School for Girls,SHOW,2021,TV-14,['drama'],['JO'],tt10183912,7.4,5708.0
5331,Until Life Do Us Part,SHOW,2021,TV-MA,['drama'],['PT'],tt13053042,7.4,631.0
5333,50M2,SHOW,2021,TV-MA,"['comedy', 'drama', 'thriller', 'crime']",['TR'],tt11617848,6.9,5516.0
5334,Savage Rhythm,SHOW,2022,TV-MA,"['drama', 'music']",['CO'],tt17076336,6.3,28.0
5335,Coming Out Colton,SHOW,2021,TV-MA,['reality'],['US'],tt14527650,6.7,1087.0
5337,I Am Georgina,SHOW,2022,TV-14,['reality'],['ES'],tt15494864,3.9,2729.0
5340,Angry Birds: Summer Madness,SHOW,2022,TV-Y7,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],tt12027896,6.3,436.0
5342,The Lost Pirate Kingdom,SHOW,2021,TV-MA,"['documentation', 'drama', 'history']",['US'],tt14057360,6.6,2702.0
5344,Sky Rojo,SHOW,2021,TV-MA,"['action', 'crime', 'drama', 'thriller']",['ES'],tt8690776,6.5,8569.0
5345,Johnny Hallyday: Beyond Rock,SHOW,2022,TV-14,"['documentation', 'music']",['US'],tt18274456,7.0,94.0
5355,Chicago Party Aunt,SHOW,2021,TV-MA,"['comedy', 'animation']",['US'],tt15125616,5.3,1383.0
5357,Money Heist: From Tokyo to Berlin,SHOW,2021,TV-MA,"['documentation', 'crime', 'drama']",['ES'],tt15384346,7.7,836.0
5358,Queer Eye Germany,SHOW,2022,TV-14,['reality'],['DE'],tt16369694,7.5,788.0
5363,Naomi Osaka,SHOW,2021,TV-14,"['documentation', 'sport']",['US'],tt11898920,6.2,1287.0
5365,Sexify,SHOW,2021,TV-MA,"['drama', 'comedy']",['PL'],tt14315542,6.5,4907.0
5367,JAPAN SINKS: People of Hope,SHOW,2021,TV-14,"['scifi', 'war', 'drama']",['JP'],tt15569106,6.7,404.0
5372,Invisible City,SHOW,2021,TV-MA,"['drama', 'fantasy', 'thriller', 'crime']",['BR'],tt8878862,7.7,18.0
5373,The Time It Takes,SHOW,2021,TV-MA,"['drama', 'romance', 'comedy']",['ES'],tt13322938,7.1,1183.0
5380,Too Hot to Handle: Brazil,SHOW,2021,TV-MA,"['reality', 'romance']",['BR'],tt14902484,5.4,443.0
5381,That Girl Lay Lay,SHOW,2021,TV-G,['comedy'],['US'],tt14442054,3.4,232.0
5383,Alessandro Cattelan: One Simple Question,SHOW,2022,TV-MA,"['comedy', 'reality']",['IT'],tt15326678,6.5,157.0
5385,Sexy Beasts,SHOW,2021,TV-14,"['reality', 'romance']",[],tt14916746,4.6,1105.0
5387,Worn Stories,SHOW,2021,TV-MA,['documentation'],['US'],tt14177168,6.6,311.0
5389,Everything Will Be Fine,SHOW,2021,TV-MA,"['comedy', 'drama']",['MX'],tt15101964,6.2,335.0
5391,Fishbowl Wives,SHOW,2022,TV-MA,"['drama', 'romance']",['JP'],tt15410190,6.1,704.0
5392,Soil,SHOW,2021,TV-MA,"['comedy', 'drama']",['BE'],tt14319674,7.2,478.0
5395,Eternally Confused and Eager for Love,SHOW,2022,TV-MA,"['comedy', 'romance']",['IN'],tt18274188,6.7,1302.0
5396,Blown Away: Christmas,SHOW,2021,TV-PG,['reality'],[],tt15665668,6.7,466.0
5398,"Love, Life & Everything in Between",SHOW,2022,TV-14,"['drama', 'comedy', 'romance']",['SA'],tt18253682,5.3,65.0
5404,Daughter from Another Mother,SHOW,2021,TV-MA,"['romance', 'fantasy', 'comedy', 'drama']",['MX'],tt11937732,7.2,1766.0
5406,John of God: The Crimes of a Spiritual Healer,SHOW,2021,TV-MA,"['crime', 'documentation']",['BR'],tt15233856,6.5,777.0
5408,Insiders,SHOW,2021,TV-MA,['reality'],['ES'],tt15436028,4.2,609.0
5411,Too Hot to Handle: Latino,SHOW,2021,TV-14,"['reality', 'romance']",['MX'],tt15251764,5.2,260.0
5414,Pedal to Metal,SHOW,2022,TV-MA,"['action', 'crime', 'thriller', 'drama']",['MX'],tt15016440,7.5,51.0
5416,Midnight Asia: Eat · Dance · Dream,SHOW,2022,TV-MA,['documentation'],['SG'],tt16583602,6.6,474.0
5418,Dad Stop Embarrassing Me!,SHOW,2021,TV-14,"['comedy', 'family']",['US'],tt13018090,4.1,1853.0
5419,Mine,SHOW,2021,TV-14,['drama'],['KR'],tt14023192,7.8,1101.0
5421,Sharkdog,SHOW,2021,TV-Y,"['comedy', 'family', 'animation']","['SG', 'US']",tt12211696,6.2,136.0
5422,Cat People,SHOW,2021,TV-14,['documentation'],['US'],tt14818454,6.3,266.0
5426,Love Is Blind: Brazil,SHOW,2021,TV-MA,"['romance', 'reality']",['BR'],tt15018224,6.1,425.0
5428,Tattoo Redo,SHOW,2021,TV-MA,['reality'],['US'],tt14956090,5.8,680.0
5429,Bake Squad,SHOW,2021,TV-PG,['reality'],['US'],tt15078760,6.9,651.0
5430,Country Comfort,SHOW,2021,TV-PG,"['drama', 'comedy', 'action', 'family', 'music']",['US'],tt11717394,6.9,3301.0
5431,Secrets of Summer,SHOW,2022,TV-Y,"['drama', 'family', 'music']",['ES'],tt12379170,5.9,110.0
5433,Adventure Beast,SHOW,2021,TV-MA,"['comedy', 'animation']",['US'],tt15478708,5.2,496.0
5438,Transformers: BotBots,SHOW,2022,TV-Y,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],tt14202476,6.8,68.0
5441,Zero,SHOW,2021,TV-MA,"['scifi', 'action', 'comedy', 'drama', 'fantasy']",['IT'],tt10619486,5.6,1270.0
5442,Headspace Guide to Sleep,SHOW,2021,TV-G,"['animation', 'documentation']",['US'],tt14318406,6.8,445.0
5443,Dealer,SHOW,2021,TV-MA,"['action', 'drama', 'crime', 'thriller']",['FR'],tt13702252,6.1,659.0
5446,A Tale Dark & Grimm,SHOW,2021,TV-Y7,"['comedy', 'family', 'fantasy', 'animation', 'action']","['ES', 'US']",tt2386826,7.3,1193.0
5447,Ray,SHOW,2021,TV-MA,"['drama', 'thriller', 'crime']",['IN'],tt14160660,7.2,8668.0
5455,Your Life is a Joke,SHOW,2021,TV-MA,"['comedy', 'documentation']",['DE'],tt15663868,5.5,83.0
5463,Hype House,SHOW,2022,TV-MA,['reality'],['US'],tt15257704,2.3,2860.0
5475,Ridley Jones,SHOW,2021,TV-Y,"['animation', 'comedy', 'family', 'fantasy']",['US'],tt13351440,4.7,223.0
5476,Myth and Mogul: John DeLorean,SHOW,2021,TV-14,"['documentation', 'crime']",['US'],tt14968268,6.8,1009.0
5479,Cooking With Paris,SHOW,2021,TV-MA,['reality'],['US'],tt15036422,5.2,1055.0
5481,Dogs in Space,SHOW,2021,TV-Y7,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['US'],tt14906826,7.2,560.0
5483,Human: The World Within,SHOW,2021,TV-PG,['documentation'],['US'],tt14574154,6.8,697.0
5484,Taarak Mehta Kka Chhota Chashmah,SHOW,2021,TV-Y,"['animation', 'comedy']",['IN'],tt14438518,6.8,74.0
5486,"Vendetta: Truth, Lies and The Mafia",SHOW,2021,TV-MA,"['documentation', 'crime', 'thriller']",[],tt14216574,6.7,232.0
5491,Crime Stories: India Detectives,SHOW,2021,TV-MA,"['documentation', 'crime']",['IN'],tt14178956,7.2,934.0
5492,The World's Most Amazing Vacation Rentals,SHOW,2021,TV-PG,['reality'],['US'],tt14691382,6.7,1278.0
5493,The Hungry and the Hairy,SHOW,2021,TV-14,['reality'],['KR'],tt16088530,7.5,218.0
5497,Somos.,SHOW,2021,TV-MA,"['drama', 'history', 'crime']",['MX'],tt14719590,7.1,1108.0
5502,Racket Boys,SHOW,2021,TV-14,"['comedy', 'family', 'drama', 'sport']",['KR'],tt14482414,1.8,27484.0
5507,Decoupled,SHOW,2021,TV-MA,"['comedy', 'drama']",['IN'],tt14167338,8.0,6379.0
5509,Rebelde,SHOW,2022,TV-MA,"['drama', 'comedy', 'music', 'romance', 'family']",['MX'],tt14153686,6.2,2122.0
5510,Karma's World,SHOW,2021,TV-Y,"['animation', 'comedy', 'family']",['US'],tt13321232,6.2,134.0
5522,"Fresh, Fried & Crispy",SHOW,2021,TV-PG,"['documentation', 'reality']",['US'],tt14644428,6.2,603.0
5526,Remember You,SHOW,2021,TV-MA,"['action', 'crime', 'drama', 'romance']",['TH'],tt15344082,7.4,65.0
5536,The Fastest,SHOW,2021,TV-PG,['reality'],[],tt15779034,5.7,76.0
5545,Scaredy Cats,SHOW,2021,TV-G,"['scifi', 'family', 'fantasy', 'comedy']",['US'],tt15387774,6.2,338.0
5546,We the People,SHOW,2021,TV-Y7,"['family', 'music', 'animation', 'comedy']",['US'],tt14770480,3.4,674.0
5547,My Love: Six Stories of True Love,SHOW,2021,TV-PG,"['reality', 'romance', 'documentation']",['US'],tt14267526,7.5,281.0
5548,The War Next-door,SHOW,2021,TV-MA,['comedy'],['MX'],tt14821886,5.6,373.0
5550,Marriage or Mortgage,SHOW,2021,TV-G,['reality'],['US'],tt14037542,5.1,433.0
5553,The Future Diary,SHOW,2021,TV-PG,"['reality', 'romance']",['JP'],tt15567380,7.9,97.0
5555,Race: Bubba Wallace,SHOW,2022,TV-MA,"['documentation', 'sport']",['US'],tt14513646,5.9,402.0
5561,The Wedding Coach,SHOW,2021,TV-MA,"['comedy', 'reality']",['US'],tt14210424,4.9,85.0
5563,Haunted: Latin America,SHOW,2021,TV-14,"['reality', 'horror']","['FR', 'IT']",tt14164238,5.3,572.0
5569,Pet Stars,SHOW,2021,TV-PG,"['reality', 'family']",['US'],tt14318392,4.9,117.0
5579,Dive Club,SHOW,2021,TV-PG,"['drama', 'family']",['AU'],tt13275052,6.2,789.0
5580,Elize Matsunaga: Once Upon a Crime,SHOW,2021,TV-MA,"['crime', 'documentation']",['BR'],tt14856998,5.9,2088.0
5584,"Nevenka, Breaking The Silence",SHOW,2021,TV-14,"['documentation', 'crime']",['ES'],tt14091172,6.9,658.0
5585,Hei$t: The Great Robbery of Brazil's Central Bank,SHOW,2022,TV-14,"['documentation', 'crime']",['BR'],tt18274172,6.3,193.0
5586,The New Adventures of Oggy,SHOW,2021,TV-Y,"['comedy', 'family', 'action', 'animation']",['US'],tt11194006,6.6,38.0
5591,Alma Matters: Inside the IIT Dream,SHOW,2021,TV-MA,"['drama', 'documentation']",['IN'],tt14512938,8.3,2323.0
5593,Jiva!,SHOW,2021,TV-MA,['drama'],['ZA'],tt12564616,5.5,263.0
5604,I Heart Arlo,SHOW,2021,TV-Y7,"['comedy', 'family', 'animation']",['US'],tt13573450,7.0,204.0
5606,Canine Intervention,SHOW,2021,TV-14,"['documentation', 'reality']",['US'],tt13932598,6.5,886.0
5609,Reasonable Doubt: A Tale of Two Kidnappings,SHOW,2021,TV-MA,"['crime', 'documentation']",['MX'],tt15796900,7.6,179.0
5611,Under Suspicion: Uncovering the Wesphael Case,SHOW,2021,TV-14,"['crime', 'documentation']",[],tt14078186,6.3,727.0
5612,Metal Shop Masters,SHOW,2021,TV-MA,['reality'],['US'],tt15216520,5.6,546.0
5624,Titletown High,SHOW,2021,TV-14,"['reality', 'sport']",['US'],tt15192032,5.4,318.0
5628,Magic for Humans Spain,SHOW,2021,TV-MA,"['reality', 'comedy']",['ES'],tt14136320,6.0,77.0
5632,Let's Fight Ghost,SHOW,2021,TV-14,"['drama', 'action', 'fantasy', 'horror', 'romance']",['TH'],tt14168868,7.5,98.0
5638,The Snitch Cartel: Origins,SHOW,2021,TV-MA,"['crime', 'drama']",[],tt14417802,5.6,182.0
5643,How to Be A Cowboy,SHOW,2021,TV-PG,['reality'],['US'],tt13438900,6.8,145.0
5644,Stories of a Generation - with Pope Francis,SHOW,2021,TV-14,['documentation'],['IT'],tt13784364,7.4,202.0
5648,Bangkok Breaking,SHOW,2021,TV-MA,"['drama', 'thriller', 'action', 'crime']",['TH'],tt14202282,5.9,281.0
5658,Kayko and Kokosh,SHOW,2021,TV-PG,"['animation', 'comedy', 'fantasy', 'action']",['PL'],tt13979288,6.3,314.0
5666,Juanpis González - The Series,SHOW,2022,TV-MA,"['comedy', 'drama']",['CO'],tt14494894,6.8,339.0
5680,Let's Eat,SHOW,2021,TV-14,"['drama', 'comedy']",['TH'],tt15978704,8.2,5.0
5685,Jailbirds New Orleans,SHOW,2021,TV-MA,"['documentation', 'reality']",['US'],tt15320436,6.6,205.0
5687,Bombay Begums,SHOW,2021,TV-MA,['drama'],['IN'],tt10238792,5.3,4841.0
5695,Team Zenko Go,SHOW,2022,TV-Y,"['action', 'animation', 'family']",['US'],tt18274176,7.2,21.0
5707,We Are: The Brooklyn Saints,SHOW,2021,TV-14,"['documentation', 'sport']",['US'],tt13656220,6.5,156.0
5712,Buried by the Bernards,SHOW,2021,TV-14,['reality'],['US'],tt13848380,7.3,339.0
5737,Summer Heat,SHOW,2022,TV-MA,"['drama', 'romance']",['BR'],tt14655298,5.5,265.0
5747,Newton's Cradle,SHOW,2021,TV-14,"['drama', 'thriller']",['EG'],tt11703922,8.0,1565.0
5750,Navarasa,SHOW,2021,TV-MA,['drama'],['IN'],tt13357946,5.9,3470.0
5751,I Need Romance,SHOW,2021,TV-14,"['drama', 'romance']",['TH'],tt16077338,7.8,24.0
5754,The Five Juanas,SHOW,2021,TV-MA,['drama'],['MX'],tt15377930,6.9,1728.0
5758,Abla Fahita: Drama Queen,SHOW,2021,TV-14,"['drama', 'comedy', 'crime']",['XX'],tt11570224,6.6,433.0
5768,Christmas Flow,SHOW,2021,TV-MA,"['music', 'romance', 'comedy']",['FR'],tt15340790,5.8,702.0
5770,Korean Cold Noodle Rhapsody,SHOW,2021,TV-PG,['documentation'],['KR'],tt15772846,7.3,15.0
5785,Pitta Kathalu,SHOW,2021,TV-MA,"['drama', 'romance']",['IN'],tt13879000,5.1,727.0
5796,The Big Day,SHOW,2021,TV-MA,"['reality', 'romance']",['US'],tt13887518,4.6,327.0
